The next number for the number 8644 is 8645.
The previous number for the number 8644 is 8643.
The next number for the number -406 is -405.
The previous number for the number -406 is -407.
The next number for the number -1140 is -1139.
The previous number for the number -1140 is -1141.
The next number for the number 2316 is 2317.
The previous number for the number 2316 is 2315.
The next number for the number -6000 is -5999.
The previous number for the number -6000 is -6001.
The next number for the number -2380 is -2379.
The previous number for the number -2380 is -2381.
The next number for the number -878 is -877.
The previous number for the number -878 is -879.
The next number for the number -9736 is -9735.
The previous number for the number -9736 is -9737.
The next number for the number -3530 is -3529.
The previous number for the number -3530 is -3531.
The next number for the number -6023 is -6022.
The previous number for the number -6023 is -6024.
The next number for the number -7424 is -7423.
The previous number for the number -7424 is -7425.
The next number for the number 1009 is 1010.
The previous number for the number 1009 is 1008.
The next number for the number -4250 is -4249.
The previous number for the number -4250 is -4251.
The next number for the number 4119 is 4120.
The previous number for the number 4119 is 4118.
The next number for the number 2699 is 2700.
The previous number for the number 2699 is 2698.
The next number for the number -6845 is -6844.
The previous number for the number -6845 is -6846.
The next number for the number -6989 is -6988.
The previous number for the number -6989 is -6990.
The next number for the number 9908 is 9909.
The previous number for the number 9908 is 9907.
The next number for the number -2521 is -2520.
The previous number for the number -2521 is -2522.
The next number for the number 8104 is 8105.
The previous number for the number 8104 is 8103.
The next number for the number -6226 is -6225.
The previous number for the number -6226 is -6227.
The next number for the number -7727 is -7726.
The previous number for the number -7727 is -7728.
The next number for the number -9100 is -9099.
The previous number for the number -9100 is -9101.
The next number for the number 7377 is 7378.
The previous number for the number 7377 is 7376.
The next number for the number 4792 is 4793.
The previous number for the number 4792 is 4791.
The next number for the number -9250 is -9249.
The previous number for the number -9250 is -9251.
The next number for the number -3092 is -3091.
The previous number for the number -3092 is -3093.
The next number for the number -997 is -996.
The previous number for the number -997 is -998.
The next number for the number 7494 is 7495.
The previous number for the number 7494 is 7493.
The next number for the number -7161 is -7160.
The previous number for the number -7161 is -7162.
The next number for the number -9178 is -9177.
The previous number for the number -9178 is -9179.
